Team + Rank,Minutes Rank,Player,Class,Pos,School,Conf,G,MP,Totals FG,Totals FGA,Totals 2P,Totals 2PA,Totals 3P,Totals 3PA,Totals FT,Totals FTA,Totals ORB,Totals DRB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Totals PTS
Arkansas13,13,Jt Plummer,,G,Arkansas,SEC,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas State1,1,Ty Cockfield,JR,G,Arkansas State,Sun Belt,32,955,171,385,117,236,54,149,83,105,25,66,91,64,29,4,69,61,479
Arkansas State2,2,Rashad Lindsey,SR,G,Arkansas State,Sun Belt,32,947,103,251,73,162,30,89,47,56,20,49,69,78,28,1,47,51,283
Arkansas State3,3,Deven Simms,SR,G,Arkansas State,Sun Belt,24,736,146,308,116,228,30,80,88,120,29,116,145,41,33,10,65,41,410
Arkansas State4,4,Tamas Bruce,SR,F,Arkansas State,Sun Belt,30,672,103,193,103,192,0,1,62,98,81,89,170,12,22,21,46,108,268
Arkansas State5,5,Tristin Walley,JR,F,Arkansas State,Sun Belt,30,656,70,173,41,91,29,82,38,55,47,84,131,16,26,20,43,59,207
Arkansas State6,6,Grantham Gillard,JR,G,Arkansas State,Sun Belt,30,653,85,217,37,65,48,152,44,62,27,80,107,23,26,3,25,60,262
Arkansas State7,7,Marquis Eaton,FR,G,Arkansas State,Sun Belt,32,641,69,176,56,129,13,47,43,52,10,41,51,68,26,6,50,52,194
Arkansas State8,8,Connor Kern,SO,G,Arkansas State,Sun Belt,32,526,39,105,12,27,27,78,14,20,8,38,46,24,13,4,24,44,119
Arkansas State9,9,Salif Boudie,SO,F,Arkansas State,Sun Belt,25,354,34,48,34,48,0,0,21,37,36,68,104,4,8,22,20,53,89
Arkansas State10,10,Jake Scoggins,FR,F,Arkansas State,Sun Belt,25,156,11,24,11,24,0,0,2,8,7,20,27,3,3,1,8,35,24
Arkansas State11,11,C.J. Foster,SR,G,Arkansas State,Sun Belt,8,111,5,16,2,5,3,11,5,10,1,11,12,6,0,1,11,14,18
Arkansas State12,12,Andrew Riley,SR,G,Arkansas State,Sun Belt,7,18,5,11,3,6,2,5,0,0,2,1,3,2,0,0,0,2,12
Arkansas State13,13,Shaquillo Fritz,JR,F,Arkansas State,Sun Belt,6,16,0,0,0,0,0,0,2,2,0,5,5,0,0,1,1,9,2
Arkansas State14,14,Christian Willis,SO,G,Arkansas State,Sun Belt,2,8,1,3,1,2,0,1,0,0,1,0,1,0,1,0,1,0,2
Arkansas-Little Rock1,1,Oliver Black,JR,F,Arkansas-Little Rock,Sun Belt,31,856,75,156,75,155,0,1,46,87,74,137,211,35,9,19,44,87,196
Arkansas-Little Rock2,2,Jaizec Lottie,FR,G,Arkansas-Little Rock,Sun Belt,32,801,77,209,57,136,20,73,53,92,12,74,86,93,33,1,70,70,227
Arkansas-Little Rock3,3,Andre Jones,SO,G,Arkansas-Little Rock,Sun Belt,23,666,115,291,103,217,12,74,40,60,25,80,105,55,11,4,52,42,282
Arkansas-Little Rock4,4,Anthony Black,JR,G,Arkansas-Little Rock,Sun Belt,27,573,78,177,45,83,33,94,8,11,12,51,63,43,26,3,26,44,197
Arkansas-Little Rock5,5,Cameron Corcoran,FR,G,Arkansas-Little Rock,Sun Belt,31,516,63,151,17,43,46,108,35,45,4,16,20,28,9,1,29,18,207
Arkansas-Little Rock6,6,Ben Marcus,JR,G,Arkansas-Little Rock,Sun Belt,30,495,77,114,77,114,0,0,24,59,38,68,106,18,17,9,38,66,178
Arkansas-Little Rock7,7,Ryan Pippins,,G,Arkansas-Little Rock,Sun Belt,19,465,47,131,24,77,23,54,27,36,3,38,41,25,12,0,28,39,144
Arkansas-Little Rock8,8,Kris Bankston,FR,F,Arkansas-Little Rock,Sun Belt,30,450,48,77,48,76,0,1,25,55,33,86,119,16,8,30,26,67,121
Arkansas-Little Rock9,9,Camron Reedus,JR,G,Arkansas-Little Rock,Sun Belt,22,410,49,118,17,35,32,83,29,35,6,33,39,13,14,1,31,37,159
Arkansas-Little Rock10,10,Damir Hadzic,FR,F,Arkansas-Little Rock,Sun Belt,26,349,36,95,20,38,16,57,18,26,18,35,53,23,6,4,25,50,106
Arkansas-Little Rock11,11,K.J. Gilmore,JR,G,Arkansas-Little Rock,Sun Belt,27,334,31,99,28,82,3,17,9,10,9,20,29,26,5,2,24,25,74
Arkansas-Little Rock12,12,Wadly Mompremier,SR,F,Arkansas-Little Rock,Sun Belt,24,329,37,76,28,47,9,29,19,29,22,53,75,7,6,19,37,47,102
Arkansas-Little Rock13,13,Brandon Brady,SR,G,Arkansas-Little Rock,Sun Belt,14,134,11,29,6,9,5,20,3,5,1,10,11,7,2,0,4,8,30
Arkansas-Little Rock14,14,Cezanne Carson,JR,F,Arkansas-Little Rock,Sun Belt,13,76,4,16,4,9,0,7,0,0,2,9,11,2,1,0,2,0,8
Arkansas-Little Rock15,15,Khari Harley,SR,G,Arkansas-Little Rock,Sun Belt,7,46,2,15,1,10,1,5,2,3,2,2,4,0,0,0,5,12,7
Arkansas-Pine Bluff1,1,Martaveous McKnight,JR,G,Arkansas-Pine Bluff,SWAC,35,1194,217,480,153,298,64,182,152,210,16,134,150,124,68,5,92,31,650
Arkansas-Pine Bluff2,2,Charles Jackson,JR,G,Arkansas-Pine Bluff,SWAC,35,1036,98,286,42,92,56,194,52,78,24,81,105,78,38,12,75,85,304
Arkansas-Pine Bluff3,3,Travon Harper,SR,F,Arkansas-Pine Bluff,SWAC,35,818,140,251,129,220,11,31,80,113,59,108,167,25,20,30,55,118,371
Arkansas-Pine Bluff4,4,Joe'Randle Toliver,,G,Arkansas-Pine Bluff,SWAC,35,701,69,174,8,13,61,161,10,17,12,75,87,60,28,2,32,35,209
Arkansas-Pine Bluff5,5,Trent Steen,SR,F,Arkansas-Pine Bluff,SWAC,34,697,107,231,105,222,2,9,42,65,26,88,114,17,29,45,60,112,258
Arkansas-Pine Bluff6,6,Cameron Posey,FR,G,Arkansas-Pine Bluff,SWAC,33,572,30,94,18,55,12,39,26,32,14,33,47,31,20,2,53,46,98
Arkansas-Pine Bluff7,7,Quamauri Hardy,FR,G,Arkansas-Pine Bluff,SWAC,34,549,38,100,31,80,7,20,17,27,15,23,38,45,33,0,36,59,100
Arkansas-Pine Bluff8,8,Christian Robertson,JR,F,Arkansas-Pine Bluff,SWAC,35,412,29,77,29,70,0,7,18,31,23,31,54,15,7,0,19,37,76
Arkansas-Pine Bluff9,9,Terrance Banyard,FR,F,Arkansas-Pine Bluff,SWAC,30,381,55,93,54,91,1,2,48,79,28,55,83,7,6,23,24,54,159
Arkansas-Pine Bluff10,10,Artavious McDyess,SO,F,Arkansas-Pine Bluff,SWAC,18,221,10,20,10,20,0,0,6,10,19,30,49,1,7,17,12,35,26
Arkansas-Pine Bluff11,11,David Tillman,SR,C,Arkansas-Pine Bluff,SWAC,21,136,5,9,5,9,0,0,3,7,7,9,16,2,2,7,8,38,13
Arkansas-Pine Bluff12,12,J'Breun Sprinkle,,G,Arkansas-Pine Bluff,SWAC,17,96,4,9,3,7,1,2,1,3,1,2,3,7,3,0,4,6,10
Arkansas-Pine Bluff13,13,Kennedy McKinney,SR,G,Arkansas-Pine Bluff,SWAC,17,94,9,25,9,19,0,6,1,2,2,8,10,8,10,1,9,9,19
Arkansas-Pine Bluff14,14,William Ridgell,,G,Arkansas-Pine Bluff,SWAC,12,66,1,3,1,3,0,0,0,0,0,5,5,2,0,0,2,4,2
Arkansas-Pine Bluff15,15,Dwain Whitfield,JR,F,Arkansas-Pine Bluff,SWAC,10,45,2,5,1,2,1,3,1,2,5,1,6,3,0,0,2,7,6
Arkansas-Pine Bluff16,16,Marcus Wallace,JR,G,Arkansas-Pine Bluff,SWAC,5,22,0,1,0,1,0,0,2,2,1,2,3,0,0,0,0,1,2
Arkansas-Pine Bluff17,17,Jordan McNair,,G,Arkansas-Pine Bluff,SWAC,2,10,1,5,0,1,1,4,1,3,0,0,0,2,3,0,1,4,4
Army1,1,Thomas Funk,SO,G,Army,Patriot,30,904,119,279,85,189,34,90,51,73,18,76,94,171,23,1,66,57,323
Army2,2,Jordan Fox,JR,G,Army,Patriot,30,898,139,343,61,146,78,197,55,68,19,104,123,126,23,3,62,76,411
Army3,3,Matthew Wilson,SO,F,Army,Patriot,30,739,157,263,157,263,0,0,46,90,54,116,170,15,8,7,50,72,360
Army4,4,Jacob Kessler,JR,G,Army,Patriot,30,689,59,134,50,81,9,53,29,40,47,75,122,54,20,12,30,65,156
Army5,5,Luke Morrison,SR,F,Army,Patriot,30,588,91,219,26,62,65,157,11,15,23,89,112,29,9,0,23,58,258
Army6,6,Alex King,FR,F,Army,Patriot,30,585,98,221,56,129,42,92,41,59,21,83,104,23,19,18,52,75,279
Army7,7,Tucker Blackwell,FR,G,Army,Patriot,29,494,59,148,26,66,33,82,24,38,9,35,44,32,22,2,25,50,175
Army8,8,John Emezie,JR,G,Army,Patriot,29,414,41,103,23,57,18,46,11,21,16,34,50,24,20,11,24,32,111
Army9,9,Babacar Thiombane,FR,F,Army,Patriot,30,281,16,27,16,27,0,0,5,15,24,59,83,10,14,19,23,59,37
Army10,10,Lonnie Grayson,FR,G,Army,Patriot,22,204,21,64,8,25,13,39,11,12,3,19,22,7,5,3,16,23,66
Army11,11,John Miller,JR,C,Army,Patriot,21,127,11,17,11,17,0,0,4,8,11,17,28,3,4,5,8,18,26
Army12,12,Mark Madden,FR,G,Army,Patriot,7,27,1,3,1,2,0,1,2,2,1,2,3,1,1,0,1,2,4
Army13,13,Parker Fennema,JR,F,Army,Patriot,5,19,2,6,1,2,1,4,1,2,0,3,3,1,0,1,1,2,6
Army14,14,Mark Pollack,SR,F,Army,Patriot,6,16,2,10,0,2,2,8,0,0,0,2,2,0,0,1,1,2,6
Army15,15,Cayne Edwards,JR,G,Army,Patriot,5,16,3,4,3,4,0,0,4,5,2,5,7,1,2,0,1,1,10
Army16,16,Jason Houle,JR,G,Army,Patriot,2,7,0,2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
Army17,17,Lance Lawson,SO,G,Army,Patriot,2,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
Army18,18,Keeston Smith,SO,F,Army,Patriot,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Army19,19,Nick Finke,FR,F,Army,Patriot,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Army20,20,Will Culliton,SO,G,Army,Patriot,1,4,1,2,1,1,0,1,0,0,0,1,1,0,0,0,1,0,2
Auburn1,1,Jared Harper,SO,G,Auburn,SEC,32,990,108,289,49,127,59,162,163,196,13,64,77,182,38,1,69,57,438
Auburn2,2,Bryce Brown,JR,G,Auburn,SEC,31,967,162,397,61,136,101,261,77,97,17,45,62,54,31,7,42,54,502
Auburn3,3,Mustapha Heron,SO,G,Auburn,SEC,30,855,163,367,121,244,42,123,130,161,41,123,164,27,35,2,61,76,498
Auburn4,4,DeSean Murray,JR,F,Auburn,SEC,32,756,108,231,91,181,17,50,98,115,86,133,219,57,28,19,60,74,331
Auburn5,5,Chuma Okeke,FR,F,Auburn,SEC,32,682,89,188,56,108,33,80,35,51,66,114,180,34,23,21,26,59,246
Auburn6,6,Davion Mitchell,FR,G,Auburn,SEC,32,544,42,97,27,48,15,49,21,29,9,29,38,61,16,1,38,68,120
Auburn7,7,Horace Spencer,JR,F,Auburn,SEC,32,539,53,97,53,96,0,1,37,51,47,107,154,24,36,40,33,95,143
Auburn8,8,Anfernee McLemore,SO,F,Auburn,SEC,27,525,74,139,56,93,18,46,35,48,49,93,142,14,20,73,24,70,201
Auburn9,9,Malik Dunbar,JR,G,Auburn,SEC,32,456,66,160,40,86,26,74,16,27,17,61,78,8,11,8,27,64,174
Auburn10,10,Patrick Keim,SR,G,Auburn,SEC,11,19,1,2,0,0,1,2,1,4,0,2,2,0,0,0,4,6,4
Auburn11,11,Cole Blackstock,JR,F,Auburn,SEC,12,17,0,0,0,0,0,0,4,4,0,4,4,0,0,1,0,5,4
Auburn12,12,Will Macoy,SO,G,Auburn,SEC,9,15,0,5,0,2,0,3,2,4,1,2,3,0,0,0,0,2,2
Auburn13,13,Brett Easterling,FR,G,Auburn,SEC,8,14,1,2,1,1,0,1,0,0,0,1,1,0,0,0,1,1,2
Auburn14,14,Devontae Williams,SO,G,Auburn,SEC,7,10,0,1,0,1,0,0,1,2,0,1,1,1,0,0,2,1,1
Auburn15,15,Thomas Collier,SO,F,Auburn,SEC,5,10,1,2,1,2,0,0,0,0,0,2,2,0,0,0,1,3,2
Austin Peay1,1,Terry Taylor,FR,G,Austin Peay,OVC,32,999,177,328,141,249,36,79,98,135,121,143,264,24,18,32,58,82,488
Austin Peay2,2,Averyl Ugba,SR,F,Austin Peay,OVC,32,952,185,339,171,303,14,36,109,157,95,161,256,31,13,35,73,94,493
Austin Peay3,3,Tre' Ivory,,G,Austin Peay,OVC,32,837,42,158,35,119,7,39,36,67,17,48,65,124,36,1,60,77,127
Austin Peay4,4,Dayton Gumm,FR,G,Austin Peay,OVC,31,810,118,277,77,162,41,115,48,82,26,60,86,57,37,0,54,61,325
Austin Peay5,5,Chris Porter-Bunton,JR,F,Austin Peay,OVC,32,773,83,199,59,128,24,71,52,72,38,104,142,58,39,3,61,111,242
Austin Peay6,6,Zach Glotta,JR,PG,Austin Peay,OVC,32,715,84,221,29,64,55,157,45,55,12,42,54,76,28,0,29,63,268
Austin Peay7,7,Steve Harris,JR,G,Austin Peay,OVC,32,634,86,188,80,169,6,19,34,53,20,35,55,28,21,9,52,58,212
Austin Peay8,8,Richard Henderson,FR,F,Austin Peay,OVC,30,316,44,82,44,82,0,0,20,50,24,46,70,5,7,11,21,44,108
Austin Peay9,9,Ivan Cucak,FR,C,Austin Peay,OVC,22,128,9,15,8,14,1,1,2,5,3,5,8,4,3,2,15,24,21
Austin Peay10,10,Acoydan McCarthy,FR,G,Austin Peay,OVC,22,105,7,20,6,16,1,4,3,9,1,11,12,5,2,1,6,8,18
Austin Peay11,11,Edward Stephens,,G,Austin Peay,OVC,9,88,8,24,3,8,5,16,2,2,1,5,6,3,1,0,4,6,23
Austin Peay12,12,Deyshawn Martin,JR,G,Austin Peay,OVC,6,62,7,15,5,7,2,8,5,7,2,10,12,3,4,4,6,9,21
Austin Peay13,13,Ferran Bernacer,FR,G,Austin Peay,OVC,7,31,2,10,1,2,1,8,0,0,1,3,4,3,2,0,4,4,5
Ball State1,1,Tayler Persons,JR,G,Ball State,MAC,32,953,187,406,149,304,38,102,69,103,17,90,107,137,26,5,94,78,481
Ball State2,2,Kyle Mallers,SO,F,Ball State,MAC,32,890,98,215,64,114,34,101,77,90,65,93,158,41,18,13,42,81,307
Ball State3,3,Sean Sellers,SR,G,Ball State,MAC,32,865,91,216,34,63,57,153,27,33,26,112,138,37,20,12,34,58,266
Ball State4,4,Trey Moses,JR,C,Ball State,MAC,32,836,134,235,134,234,0,1,93,155,81,180,261,66,15,27,71,76,361
Ball State5,5,Tahjai Teague,SO,F,Ball State,MAC,32,816,149,281,142,235,7,46,81,124,58,183,241,39,38,28,47,82,386
Ball State6,6,Ishmael El-Amin,FR,G,Ball State,MAC,31,579,52,141,34,85,18,56,29,40,7,55,62,47,17,3,39,39,151
Ball State7,7,Francis Kiapway,SR,G,Ball State,MAC,25,429,25,98,2,14,23,84,15,18,3,27,30,18,6,3,17,31,88
Ball State8,8,Zach Gunn,FR,F,Ball State,MAC,25,352,40,110,17,38,23,72,21,27,12,58,70,18,5,9,24,53,124
Ball State9,9,Jontrell Walker,JR,G,Ball State,MAC,14,318,35,84,16,34,19,50,21,26,3,15,18,30,8,3,24,22,110
Ball State10,10,Jeremie Tyler,SR,G,Ball State,MAC,15,274,37,88,15,39,22,49,10,15,5,18,23,14,13,9,18,13,106
Ball State11,11,Josh Thompson,SO,G,Ball State,MAC,16,152,7,20,3,7,4,13,10,12,1,9,10,5,4,0,6,15,28
Ball State12,12,Tyler Leedy,FR,G,Ball State,MAC,4,6,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
Ball State13,13,Blake Huggins,,C,Ball State,MAC,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baylor1,1,Manu Lecomte,SR,G,Baylor,Big 12,31,1053,150,377,64,149,86,228,111,125,6,62,68,109,22,0,65,59,497
Baylor2,2,Jo Acuil,SR,F,Baylor,Big 12,31,965,176,345,170,325,6,20,77,106,88,186,274,23,17,58,66,88,435
Baylor3,3,King McClure,JR,G,Baylor,Big 12,32,766,88,224,50,113,38,111,48,62,15,63,78,52,30,1,48,74,262
Baylor4,4,Jake Lindsey,JR,G,Baylor,Big 12,32,761,56,122,42,79,14,43,23,35,13,71,84,105,34,12,41,85,149
Baylor5,5,Nuni Omot,SR,F,Baylor,Big 12,32,755,101,209,52,96,49,113,62,73,30,89,119,55,17,9,47,48,313
Baylor6,6,Mark Vital,FR,F,Baylor,Big 12,31,740,85,175,84,167,1,8,45,89,70,102,172,67,26,21,66,69,216
Baylor7,7,Tristan Clark,FR,F,Baylor,Big 12,32,647,90,150,88,143,2,7,36,55,46,99,145,25,17,27,35,79,218
Baylor8,8,T.J. Maston,SR,F,Baylor,Big 12,26,578,120,231,117,216,3,15,38,49,59,86,145,16,9,8,39,43,281
Baylor9,9,Tyson Jolly,,G,Baylor,Big 12,18,164,9,40,7,21,2,19,7,10,9,24,33,16,4,4,11,31,27
Baylor10,10,Jonathan Davis,JR,F,Baylor,Big 12,9,27,4,9,2,3,2,6,1,1,0,1,1,2,0,0,2,3,11
Baylor11,11,Obim Okeke,,G,Baylor,Big 12,6,19,1,7,0,1,1,6,0,0,1,1,2,3,1,0,3,1,3
Belmont1,1,Dylan Windler,JR,F,Belmont,OVC,33,1168,204,365,135,203,69,162,94,131,57,250,307,90,34,31,78,86,571
Belmont2,2,Amanze Egekeze,SR,F,Belmont,OVC,33,1139,184,364,88,138,96,226,89,111,39,166,205,31,19,8,42,61,553
Belmont3,3,Austin Luke,SR,G,Belmont,OVC,33,1084,103,237,31,63,72,174,25,31,7,88,95,246,32,2,104,53,303
Belmont4,4,Kevin McClain,JR,G,Belmont,OVC,33,1068,145,318,88,157,57,161,68,95,25,99,124,70,34,7,53,54,415
Belmont5,5,Mack Mercer,JR,F,Belmont,OVC,30,462,75,138,65,101,10,37,35,48,28,60,88,21,12,14,35,86,195
Belmont6,6,Nick Hopkins,FR,G,Belmont,OVC,28,461,70,167,14,26,56,141,12,16,12,43,55,25,18,1,16,37,208
Belmont7,7,Tyler Hadden,SR,C,Belmont,OVC,33,344,52,98,43,61,9,37,26,35,20,41,61,11,4,9,24,52,139
Belmont8,8,Burton Sampson,SR,G,Belmont,OVC,31,303,12,35,9,17,3,18,19,23,9,18,27,17,2,3,16,31,46
Belmont9,9,Seth Adelsperger,SO,C,Belmont,OVC,30,290,33,55,33,55,0,0,11,22,15,37,52,5,1,7,15,45,77
Belmont10,10,Michael Benkert,SO,G,Belmont,OVC,31,196,9,41,6,9,3,32,3,4,2,5,7,5,2,0,9,17,24
Belmont11,11,Grayson Murphy,,G,Belmont,OVC,4,50,9,20,9,14,0,6,0,1,0,6,6,7,2,0,4,5,18
Belmont12,12,Caleb Hollander,FR,F,Belmont,OVC,7,35,5,15,2,4,3,11,0,0,3,5,8,1,1,0,0,4,13
Bethune-Cookman1,1,Isaiah Bailey,JR,G,Bethune-Cookman,MEAC,31,998,150,353,122,251,28,102,172,219,42,123,165,149,27,8,123,91,500
Bethune-Cookman2,2,Brandon Tabb,SR,G,Bethune-Cookman,MEAC,30,938,172,433,75,145,97,288,126,138,23,86,109,49,46,11,68,84,567
Bethune-Cookman3,3,Soufiyane Diakite,JR,F,Bethune-Cookman,MEAC,32,891,134,234,126,210,8,24,59,94,102,211,313,36,27,29,63,86,335
Bethune-Cookman4,4,Shawntrez Davis,JR,F,Bethune-Cookman,MEAC,32,863,181,327,158,266,23,61,84,142,86,191,277,40,15,39,78,109,469
Bethune-Cookman5,5,Houston Smith,SO,G,Bethune-Cookman,MEAC,32,704,60,112,49,81,11,31,26,46,47,83,130,38,12,9,36,79,157
Bethune-Cookman6,6,Jeffrey Altidort,SR,G,Bethune-Cookman,MEAC,25,646,52,129,32,68,20,61,35,49,3,56,59,59,21,8,41,71,159
Bethune-Cookman7,7,Malik Maitland,JR,G,Bethune-Cookman,MEAC,22,644,76,219,48,136,28,83,41,59,17,43,60,99,34,3,42,48,221
Bethune-Cookman8,8,Armani Collins,JR,G,Bethune-Cookman,MEAC,26,359,36,119,12,22,24,97,10,13,13,45,58,14,10,9,13,38,106
Bethune-Cookman9,9,Davis Francis,JR,F,Bethune-Cookman,MEAC,26,225,29,61,27,56,2,5,11,28,29,27,56,14,7,5,13,33,71
Bethune-Cookman10,10,Ulmer Manzie,SO,F,Bethune-Cookman,MEAC,13,126,8,24,8,24,0,0,9,27,15,11,26,3,2,2,11,26,25
Bethune-Cookman11,11,Jamal Gaines,,G,Bethune-Cookman,MEAC,10,33,2,18,2,11,0,7,1,2,2,1,3,0,1,0,2,4,5
Bethune-Cookman12,12,Rodney Ross,SR,F,Bethune-Cookman,MEAC,7,23,3,10,3,10,0,0,0,2,5,0,5,0,0,0,1,1,6
Binghamton1,1,J.C. Show,JR,G,Binghamton,AEC,31,1005,146,390,70,164,76,226,61,70,22,93,115,60,39,2,56,64,429
Binghamton2,2,Thomas Bruce,JR,F,Binghamton,AEC,29,903,132,221,132,220,0,1,59,109,56,200,256,37,17,60,51,79,323
Binghamton3,3,Willie Rodriguez,SR,F,Binghamton,AEC,31,853,115,247,96,178,19,69,37,75,48,105,153,36,19,26,49,63,286
Binghamton4,4,Everson Davis,JR,G,Binghamton,AEC,31,736,76,165,60,131,16,34,65,88,29,84,113,67,26,3,39,58,233
Binghamton5,5,Timmy Rose,JR,G,Binghamton,AEC,31,677,52,121,37,82,15,39,23,42,8,44,52,87,14,3,55,39,142
Binghamton6,6,Fard Muhammad,SO,G,Binghamton,AEC,31,628,88,203,24,48,64,155,16,25,12,65,77,33,18,3,25,41,256
Binghamton7,7,Bobby Ahearn,SR,F,Binghamton,AEC,31,473,56,126,46,97,10,29,22,31,36,52,88,14,6,7,32,78,144
Binghamton8,8,Tyler Stewart,FR,F,Binghamton,AEC,24,349,51,120,38,81,13,39,21,32,14,37,51,14,12,9,25,40,136
Binghamton9,9,Caleb Stewart,JR,F,Binghamton,AEC,25,235,27,69,12,28,15,41,9,17,5,32,37,9,7,13,17,17,78
Binghamton10,10,Albert Odero,,G,Binghamton,AEC,15,144,17,50,15,36,2,14,15,24,14,5,19,9,5,3,10,18,51
Binghamton11,11,Dusan Perovic,SR,F,Binghamton,AEC,17,104,17,34,15,26,2,8,8,12,3,9,12,5,2,1,10,18,44
Binghamton12,12,John Schurman,JR,G,Binghamton,AEC,9,61,4,17,1,4,3,13,1,2,3,9,12,3,2,0,1,3,12
Binghamton13,13,Jordan McRae,JR,F,Binghamton,AEC,7,30,6,9,6,9,0,0,1,1,0,3,3,0,2,1,1,2,13
Binghamton14,14,Yosef Yacob,,G,Binghamton,AEC,4,27,0,3,0,0,0,3,0,0,0,3,3,2,1,0,1,2,0
Boise State1,1,Chandler Hutchison,SR,G,Boise State,MWC,30,921,194,415,151,293,43,122,149,205,23,201,224,105,42,8,96,71,580
Boise State2,2,Justinian Jessup,SO,G,Boise State,MWC,31,907,122,258,35,71,87,187,31,39,14,135,149,54,42,19,42,67,362
Boise State3,3,Christian Sengfelder,SR,F,Boise State,MWC,31,874,131,276,74,132,57,144,44,58,64,133,197,20,17,9,39,57,363
Boise State4,4,Lexus Williams,SR,G,Boise State,MWC,31,812,100,225,52,112,48,113,54,62,9,61,70,73,30,1,50,66,302
Boise State5,5,Alex Hobbs,SO,G,Boise State,MWC,31,793,112,225,96,172,16,53,34,39,11,70,81,76,11,1,71,45,274
Boise State6,6,Zach Haney,JR,F,Boise State,MWC,31,710,92,178,88,156,4,22,24,49,75,101,176,22,14,20,37,89,212
Boise State7,7,Marcus Dickinson,SO,G,Boise State,MWC,31,652,50,137,18,47,32,90,46,57,2,70,72,44,11,0,30,55,178
Boise State8,8,Robin Jorch,JR,C,Boise State,MWC,27,220,18,29,18,29,0,0,6,12,22,21,43,3,3,4,18,51,42
Boise State9,9,David Wacker,JR,F,Boise State,MWC,25,164,11,19,11,19,0,0,13,18,18,20,38,1,0,4,8,18,35
Boise State10,10,Cam Christon,FR,G,Boise State,MWC,14,83,9,23,3,7,6,16,4,7,5,12,17,8,1,1,7,8,28
Boise State11,11,Casdon Jardine,SO,G,Boise State,MWC,18,78,9,26,6,9,3,17,7,8,14,8,22,2,0,0,3,12,28
Boise State12,12,Malek Harwell,SO,G,Boise State,MWC,16,60,4,20,2,7,2,13,7,11,0,7,7,5,1,1,4,13,17
Boise State13,13,Derrick Alston,FR,G,Boise State,MWC,11,26,3,7,2,5,1,2,0,2,1,5,6,2,1,0,3,0,7
Boston College1,1,Ky Bowman,SO,G,Boston College,ACC,34,1299,213,501,134,286,79,215,91,114,29,203,232,163,51,12,107,87,596
Boston College2,2,Jerome Robinson,JR,G,Boston College,ACC,34,1220,242,495,162,304,80,191,146,176,18,107,125,116,30,5,94,83,710
Boston College3,3,Jordan Chatman,JR,G,Boston College,ACC,33,1210,138,330,51,112,87,218,69,77,16,82,98,53,21,1,27,56,432
Boston College4,4,Steffon Mitchell,FR,F,Boston College,ACC,33,1090,70,168,50,91,20,77,49,94,94,177,271,71,36,34,35,61,209
Boston College5,5,Nik Popovic,SO,F,Boston College,ACC,34,880,133,263,128,239,5,24,66,92,87,124,211,42,15,26,66,87,337
Boston College6,6,Johncarlos Reyes,SO,F,Boston College,ACC,33,348,41,74,41,74,0,0,10,21,28,46,74,6,2,11,25,61,92
Boston College7,7,Lucas Kraljevic,FR,F,Boston College,ACC,30,286,15,42,12,29,3,13,12,24,11,35,46,16,7,14,24,61,45
Boston College8,8,Deontae Hawkins,SR,F,Boston College,ACC,8,225,39,84,31,61,8,23,13,16,21,52,73,8,2,2,18,21,99
Boston College9,9,Vin Baker Jr.,FR,F,Boston College,ACC,28,206,19,56,11,16,8,40,8,10,9,17,26,5,3,2,18,22,54
Boston College10,10,Avery Wilson,FR,G,Boston College,ACC,14,46,8,14,6,11,2,3,3,8,1,2,3,1,3,1,9,3,21
Boston College11,11,Ervins Meznieks,JR,F,Boston College,ACC,10,46,3,9,1,2,2,7,3,3,1,8,9,3,1,0,3,9,11
Boston College12,12,Gordon Gehan,JR,G,Boston College,ACC,5,10,2,3,2,2,0,1,1,2,0,1,1,0,0,0,0,0,5
Boston College13,13,Sam Holtz,,F,Boston College,ACC,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Boston College14,14,Mac Bohuny,,G,Boston College,ACC,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Boston College15,15,Matt DiLuccio,SO,G,Boston College,ACC,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston College16,16,Will Jackowitz,,F,Boston College,ACC,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston University1,1,Tyler Scanlon,SO,F,Boston University,Patriot,31,968,111,249,64,129,47,120,55,71,31,141,172,94,44,4,60,54,324
Boston University2,2,Javante McCoy,FR,G,Boston University,Patriot,31,793,100,225,60,133,40,92,35,54,12,68,80,52,29,5,56,55,275
Boston University3,3,Will Goff,SR,G,Boston University,Patriot,30,762,55,138,10,21,45,117,16,29,9,35,44,30,22,8,26,46,171
Boston University4,4,Cedric Hankerson,SR,G,Boston University,Patriot,25,677,110,269,61,124,49,145,53,90,22,62,84,40,37,6,43,57,322
